study name,sub-group,timepoint,Data format,OR,Lower Limit  ,Upper Limit  ,"Event 
delirium group",Delirium group total (N),"Event 
no-delirium group",Non-delirium group total (N),"95% confidence 
interval",Log OR,SE,"Delirium 
mean","Delirium
(SD)","Delirium 
Sample size","No-delirium 
mean","No-delirium
(SD)","No-delirium 
Sample size",Effect direction,"Independent 
group t-value","Independent 
group p-value",difference in means,Lower limit,upper limit,Tail,Hedges's g,Std Err,Variance
Vasunilashorn 2018,Objective Cognitive performance (GCP) (CAM-S 0-2 vs 8-19),1 month,"Independent groups (means, SD's)",,,,,,,,,,,51.4,5.8,63,60,6.9,243,Negative,,,,,,,-1.282258554,0.150253908,2.26E-02
Vasunilashorn 2018,Objective Cognitive performance (GCP) (CAM-S 0-2 vs 8-19) ,12 month,"Independent groups (means, SD's)",,,,,,,,,,,53.9,5.4,60,61.2,7,227,Negative,,,,,,,-1.086648929,0.151717665,0.02301825
Vasunilashorn 2018,Objective Cognitive performance (GCP) (CAM-S 0-2 vs 8-19) ,18 month,"Independent groups (means, SD's)",,,,,,,,,,,52.7,7.2,58,61.5,6.9,219,Negative,,,,,,,-1.260329017,0.156703203,2.46E-02
Vasunilashorn 2018,Objective Cognitive performance (GCP) (CAM-S 0-2 vs 8-19),2 month,"Independent groups (means, SD's)",,,,,,,,,,,53.8,5.3,61,60.9,7.1,238,Negative,,,,,,,-1.045318625,0.14939342,2.23E-02
Vasunilashorn 2018,Objective Cognitive performance (GCP) (CAM-S 0-2 vs 8-19),24 month,"Independent groups (means, SD's)",,,,,,,,,,,52.4,7.2,50,61.2,6.8,213,Negative,,,,,,,-1.275971248,0.166277574,2.76E-02
Vasunilashorn 2018,Objective Cognitive performance (GCP) (CAM-S 0-2 vs 8-19) ,30 month,"Independent groups (means, SD's)",,,,,,,,,,,52.4,7.3,41,60.7,7.5,132,Negative,,,,,,,-1.108650236,0.187718224,3.52E-02
Vasunilashorn 2018,Objective Cognitive performance (GCP) (CAM-S 0-2 vs 8-19) ,36 month,"Independent groups (means, SD's)",,,,,,,,,,,51.8,7.7,48,60.6,7.4,123,Negative,,,,,,,-1.170515875,0.180866515,3.27E-02
Vasunilashorn 2018,Objective Cognitive performance GCP (CAM-S 0-2 vs 3-7) ,24 month,"Independent groups (means, SD's)",,,,,,,,,,,56.4,8.1,211,61.2,6.8,213,Negative,,,,,,,-0.640978618,9.94E-02,9.89E-03
Sheng 2006,Objective Cognitive performance ,1 month,"Independent groups (means, SD's)",,,,,,,,,,,18.5,6.6,16,24.3,5.4,82,Negative,,,,,,,-1.026783422,0.280906652,7.89E-02
Sheng 2006,Objective Cognitive performance ,12 month,"Independent groups (means, SD's)",,,,,,,,,,,17.5,7.5,10,24.7,4.9,73,Negative,,,,,,,-1.35795886,0.350292932,0.122705138
Serrano-Duenas 2005,Objective Cognitive performance ,12 month,"Independent groups (means, SD's)",,,,,,,,,,,31,2.3,21,34.1,2.1,21,Negative,,,,,,,-1.381078291,0.338208488,0.114384981
Serrano-Duenas 2005, Cognitive performance ,18 month,"Independent groups (means, SD's)",,,,,,,,,,,29.8,2.8,19,33.8,1.9,21,Negative,,,,,,,-1.654705728,0.361292633,0.130532367
Serrano-Duenas 2005,Objective Cognitive performance ,24 month,"Independent groups (means, SD's)",,,,,,,,,,,27.4,3.3,18,33.3,1.8,21,Negative,,,,,,,-2.223764723,0.402995612,0.162405463
Serrano-Duenas 2005,Objective Cognitive performance ,30 month,"Independent groups (means, SD's)",,,,,,,,,,,26.3,3.2,17,32.6,2,21,Negative,,,,,,,-2.369907106,0.419433055,0.175924088
Serrano-Duenas 2005,Objective Cognitive performance ,36 month,"Independent groups (means, SD's)",,,,,,,,,,,25.4,2.9,15,32.6,2,21,Negative,,,,,,,-2.919206738,0.477096086,0.227620675
Serrano-Duenas 2005,Objective Cognitive performance ,42 month,"Independent groups (means, SD's)",,,,,,,,,,,24.4,3,14,32.3,1.9,20,Negative,,,,,,,-3.202895422,0.516352994,0.266620415
Serrano-Duenas 2005,Objective Cognitive performance ,48 month,"Independent groups (means, SD's)",,,,,,,,,,,22.9,3.2,13,32,1.9,20,Negative,,,,,,,-3.572300671,0.560500427,0.314160728
Serrano-Duenas 2005,Objective Cognitive performance ,54 month,"Independent groups (means, SD's)",,,,,,,,,,,21.6,3.4,11,31.8,2.1,18,Negative,,,,,,,-3.731679601,0.615191415,0.378460477
Serrano-Duenas 2005,Objective Cognitive performance ,6 month,"Independent groups (means, SD's)",,,,,,,,,,,31.8,2.2,21,34.4,1.9,21,Negative,,,,,,,-1.241044818,0.331683179,0.110013731
Serrano-Duenas 2005,Objective Cognitive performance,60 month,"Independent groups (means, SD's)",,,,,,,,,,,21.1,3.3,11,31.6,2.1,17,Negative,,,,,,,-3.880207195,0.640308237,0.409994639
Sauer 2017,Objective Cognitive performance  (Trailmaking test A (s)),1 month,"Independent groups (means, SD's)",,,,,,,,,,,49.7943,24.5671,22,34.7177,14.2648,154,Negative,,,,,,,-0.94607373,0.232472189,5.40E-02
Sauer 2017,Objective Cognitive performance  (Trailmaking test A (s)),12 month,"Independent groups (means, SD's)",,,,,,,,,,,47.7988,23.1375,20,36.7577,14.2488,126,Negative,,,,,,,-0.699039202,0.242913583,5.90E-02
Sauer 2017,Objective Cognitive performance (Corsi blocks),1 month,"Independent groups (means, SD's)",,,,,,,,,,,29.6411,10.3023,22,43.1614,14.2188,154,Negative,,,,,,,-0.975135211,0.232813092,5.42E-02
Sauer 2017,Objective Cognitive performance (Grooved pegboard (s)),1 month,"Independent groups (means, SD's)",,,,,,,,,,,105,62.23,22,81,20,154,Negative,,,,,,,-0.834955072,0.231259783,5.35E-02
Sauer 2017,Objective Cognitive performance (Grooved pegboard (s)),12 month,"Independent groups (means, SD's)",,,,,,,,,,,112.6705,47.8708,20,78.0546,20.2484,126,Negative,,,,,,,-1.342155855,0.251997317,6.35E-02
Sauer 2017,Objective Cognitive performance (RAVL (DR)),1 month,"Independent groups (means, SD's)",,,,,,,,,,,5.3589,2.3775,22,8,4.4902,154,Negative,,,,,,,-0.612872654,0.229276317,5.26E-02
Sauer 2017,Objective Cognitive performance (RAVL (DR)),12 month,"Independent groups (means, SD's)",,,,,,,,,,,7.3598,3.9892,20,9,4.4996,126,Negative,,,,,,,-0.367849896,0.240409926,5.78E-02
Sauer 2017,Objective Cognitive performance (RAVL (IR)),1 month,"Independent groups (means, SD's)",,,,,,,,,,,34.7177,12.6798,22,42.2975,11.9738,154,Negative,,,,,,,-0.625732224,0.229374975,5.26E-02
Sauer 2017,Objective Cognitive performance (RAVL (IR)),12 month,"Independent groups (means, SD's)",,,,,,,,,,,36.9208,11.9677,20,44.9454,14.2488,126,Negative,,,,,,,-0.571453619,0.241768244,5.85E-02
Sauer 2017,Objective Cognitive performance (Trailmaking test B (s)),1 month,"Independent groups (means, SD's)",,,,,,,,,,,107.3261,81.6262,22,61.5127,34.4245,154,Negative,,,,,,,-1.061644913,0.233885672,5.47E-02
Sauer 2017,Objective Cognitive performance (Trailmaking test B (s)),12 month,"Independent groups (means, SD's)",,,,,,,,,,,98.5913,77.3911,20,53.4608,27.7477,126,Negative,,,,,,,-1.175515729,0.249130186,6.21E-02
Sauer 2017,Objective Cognitive performance (WAIS digit span (span)),1 month,"Independent groups (means, SD's)",,,,,,,,,,,5.3589,0.7925,22,5.7025,1.4967,154,Negative,,,,,,,-0.239204377,0.227295184,5.17E-02
Sauer 2017,Objective Cognitive performance (WAIS digit span (span)),12 month,"Independent groups (means, SD's)",,,,,,,,,,,5.3598,0.7978,20,6,1.4999,126,Negative,,,,,,,-0.446236241,0.24086401,5.80E-02
Sauer 2017,Objective Cognitive performance (WAIS digit span (total)),1 month,"Independent groups (means, SD's)",,,,,,,,,,,12.6411,2.3775,22,14,2.9934,154,Negative,,,,,,,-0.462424909,0.228271852,5.21E-02
Sauer 2017,Objective Cognitive performance (WAIS digit span (total)),12 month,"Independent groups (means, SD's)",,,,,,,,,,,13.6403,2.3935,20,15.3515,3.7497,126,Negative,,,,,,,-0.472835692,0.241037742,5.81E-02
Sauer 2017,Objective Cognitive performance Corsi blocks (total),12 month,"Independent groups (means, SD's)",,,,,,,,,,,38.9208,5.5849,20,51.1876,14.1876,126,Negative,,,,,,,-0.912476076,0.245326197,6.02E-02
Saczynski 2012,Objective Cognitive performance ,12 month,"Raw difference (indep groups), CI",,,,,,,,,,,,,103,,,122,Negative,,,-0.9,-1.8,0,,-0.262808535,0.133934954,1.79E-02
Saczynski 2012,Objective Cognitive performance,1 month,"Raw difference (indep groups), CI",,,,,,,,,,,,,103,,,122,Negative,,,-2.2,,-1.3,,-0.642420864,0.136756016,1.87E-02
Saczynski 2012,Objective Cognitive performance ,6 month,"Raw difference (indep groups), CI",,,,,,,,,,,,,103,,,122,Negative,,,-0.9,-1.8,0,,-0.262808535,0.133934954,1.79E-02
Richardson 2021_2,Objective Cognitive performance ,24 month,"Independent groups (means, SD's)",,,,,,,,,,,25.2,3.9,48,27.4,2.5,87,Negative,,,,,,,-0.712888444,0.18397172,3.38E-02
Richardson 2021_2,Objective Cognitive performance ,36 month,"Independent groups (means, SD's)",,,,,,,,,,,21.8,5.8,48,26.7,3.2,87,Negative,,,,,,,-1.132509816,0.191607999,3.67E-02
Pandharipande 2013,Objective Cognitive performance (Part B (Trails B) ,12 month,"Raw difference (indep groups), CI",,,,,,,,,,,,,352,,,115,Negative,,,-6,-10.2,-1.9,,-0.304663114,0.107697424,1.16E-02
Pandharipande 2013,Objective Cognitive performance (Part B (Trails B),3 month,"Raw difference (indep groups), CI",,,,,,,,,,,,,352,,,115,Negative,,,-5.1,-9.2,-1.1,,-0.265357811,0.107585999,1.16E-02
Pandharipande 2013,Objective Cognitive performance (RBANS),12 month,"Raw difference (indep groups), CI",,,,,,,,,,,,,352,,,115,Negative,,,-5.6,-9.5,-1.8,,-0.306509557,0.107703033,1.16E-02
Pandharipande 2013,Objective Cognitive performance (RBANS) ,3 month,"Raw difference (indep groups), CI",,,,,,,,,,,,,352,,,115,Negative,,,-6.3,-10.3,-2.3,,-0.33189238,0.107783547,1.16E-02
Olofsson 2018,Objective Cognitive performance ,12 month,"Independent groups (means, SD's)",,,,,,,,,,,19.9,6.3,64,25.9,4.8,55,Negative,,,,,,,-1.053757855,0.195037007,3.80E-02
Olofsson 2018,Objective Cognitive performance ,36 month,"Independent groups (means, SD's)",,,,,,,,,,,18.7,7.1,64,26,4.2,55,Negative,,,,,,,-1.221030556,0.199093485,3.96E-02
Olofsson 2018,Objective Cognitive performance ,4 month,"Independent groups (means, SD's)",,,,,,,,,,,20.4,5.2,64,26.2,3.5,55,Negative,,,,,,,-1.281753806,0.200690746,4.03E-02
Ojagbemi 2020,Objective Cognitive performance (executive function),3 month,"Raw difference (indep groups), CI",,,,,,,,,,,,,11,,,100,Negative,,,-2.2,-4.1,-0.3,,-0.72397779,0.319191242,0.101883049
Ojagbemi 2020,Objective Cognitive performance (global cognitive functioning),3 month,"Raw difference (indep groups), CI",,,,,,,,,,,,,11,,,100,Negative,,,-5.6,-9,-2.1,,-1.014904306,0.322741102,0.104161819
Ojagbemi 2020,Objective Cognitive performance (Memory),3 month,"Raw difference (indep groups), CI",,,,,,,,,,,,,11,,,100,Negative,,,-1.9,,-0.9,,-1.187981737,0.32539092,0.105879251
Neufeld 2015,Objective Cognitive performance  (Letter-cued (p) fluency),18 month,"Independent groups (means, SD's)",,,,,,,,,,,43.7111,13.9136,36,48.2911,13.7946,45,Negative,,,,,,,-0.327596901,0.222967759,4.97E-02
Neufeld 2015,Objective Cognitive performance  (Letter-cued (s) fluency),18 month,"Independent groups (means, SD's)",,,,,,,,,,,41.4879,10.0487,36,45.5823,13.7946,45,Negative,,,,,,,-0.330329306,0.222992643,4.97E-02
Neufeld 2015,Objective Cognitive performance (Category-cued (animals) fluency),18 month,"Independent groups (means, SD's)",,,,,,,,,,,47.3556,14.6866,36,47.2911,10.7291,45,Positive,,,,,,,5.06E-03,0.221477565,4.91E-02
Neufeld 2015,Objective Cognitive performance (Digit Span: backward),18 month,"Independent groups (means, SD's)",,,,,,,,,,,44.2889,17.0055,36,47.6455,6.9027,45,Negative,,,,,,,-0.267335514,0.222470934,4.95E-02
Neufeld 2015,Objective Cognitive performance (Digit Span: forward),18 month,"Independent groups (means, SD's)",,,,,,,,,,,47.4223,10.8217,36,46,9.1964,45,Positive,,,,,,,0.141593573,0.221756425,4.92E-02
Neufeld 2015,Objective Cognitive performance (MMSE score),18 month,"Independent groups (means, SD's)",,,,,,,,,,,24.6446,2.3162,36,25.3543,2.2974,45,Negative,,,,,,,-0.304864601,0.222768653,4.96E-02
Nerdal 2022,Objective Cognitive performance ,18 month,"Raw difference (indep groups), CI",,,,,,,,,,,,,9,,,100,Negative,,,4.2,1.4,7.1,,-1.009536562,0.352264614,0.124090358
Nerdal 2022,Objective Cognitive performance ,3 month,"Raw difference (indep groups), CI",,,,,,,,,,,,,10,,,115,Negative,,,2.9,0.1,5.7,,-0.67177902,0.330418828,0.109176602
Nerdal 2022,Objective Cognitive performance ,36 month,"Raw difference (indep groups), CI",,,,,,,,,,,,,5,,,83,Negative,,,3.6,0.5,6.7,,-1.053767738,0.463318851,0.214664358
Muller 2023,Objective Cognitive performance,3 month,"Independent groups (means, SD's)",,,,,,,,,,,-0.44,0.86,11,0.08,0.65,46,Negative,,,,,,,-0.740154626,0.338213873,0.114388624
McCusker 2001,Objective Cognitive performance (delirium & dementia vs dementia only) ,6 month,"Independent groups (Sample size, p)",,,,,,,,,,,,,220,,,95,Negative,,0.0001,,,,,-0.48270387,0.12397345,1.54E-02
McCusker 2001,Objective Cognitive performance (delirium only vs neither) ,6 month,"Independent groups (Sample size, p)",,,,,,,,,,,,,220,,,95,Negative,,0.08,,,,,-0.215109705,0.122772221,1.51E-02
McCusker 2001,Objective Cognitive performance with dementia,12 month,"Raw difference (indep groups), CI",,,,,,,,,,,,,220,,,95,Negative,,,-4.99,-7.17,-2.81,,-0.551587098,0.124428711,1.55E-02
McCusker 2001,Objective Cognitive performance without dementia,12 month,"Raw difference (indep groups), CI",,,,,,,,,,,,,220,,,95,Negative,,,-3.36,-6.15,-0.58,,-0.290726169,0.123019233,1.51E-02
Lingehall 2017,Objective Cognitive performance,12 month,"Independent groups (means, SD's)",,,,,,,,,,,26.1,3.1,64,27.1,2.6,50,Negative,,,,,,,-0.343471853,0.188854022,3.57E-02
Lingehall 2017,Objective Cognitive performance ,36 month,"Independent groups (means, SD's)",,,,,,,,,,,25.2,4.8,64,27.2,2.8,50,Negative,,,,,,,-0.490699896,0.190274794,3.62E-02
Lingehall 2017,Objective Cognitive performance ,60 month,"Independent groups (means, SD's)",,,,,,,,,,,23.1,6.2,64,26.6,2.9,50,Negative,,,,,,,-0.691141766,0.192985728,3.72E-02
Kunicki 2023,Objective Cognitive performance ,12 month,"Raw difference (indep groups), SE",,,,,,,,,,0.32,,,120,,,391,Negative,,,-3.8,,,,-1.237440588,0.111162439,1.24E-02
Kunicki 2023,Objective Cognitive performance ,18 month,"Raw difference (indep groups), SE",,,,,,,,,,0.33,,,117,,,382,Negative,,,-0.54,,,,-0.172643122,0.105645572,1.12E-02
Kunicki 2023,Objective Cognitive performance ,2 month,"Raw difference (indep groups), SE",,,,,,,,,,0.39,,,126,,,410,Negative,,,-0.11,,,,-2.87E-02,0.101721002,1.03E-02
Kunicki 2023,Objective Cognitive performance ,24 month,"Raw difference (indep groups), SE",,,,,,,,,,0.36,,,106,,,368,Negative,,,-0.72,,,,-0.220115853,0.110289872,1.22E-02
Kunicki 2023,Objective Cognitive performance ,30 month,"Raw difference (indep groups), SE",,,,,,,,,,0.39,,,83,,,242,Negative,,,-0.91,,,,-0.296115648,0.127437087,1.62E-02
Kunicki 2023,Objective Cognitive performance,36 month,"Raw difference (indep groups), SE",,,,,,,,,,0.42,,,110,,,346,Negative,,,-1.1,,,,-0.286202213,0.109687391,1.20E-02
Kunicki 2023,Objective Cognitive performance ,48 month,"Raw difference (indep groups), SE",,,,,,,,,,0.52,,,90,,,295,Negative,,,-1.49,,,,-0.344373076,0.120822948,1.46E-02
Kunicki 2023,Objective Cognitive performance ,6 month,"Raw difference (indep groups), SE",,,,,,,,,,0.35,,,124,,,404,Negative,,,-0.22,,,,-6.44E-02,0.102536075,1.05E-02
Kunicki 2023,Objective Cognitive performance ,60 month,"Raw difference (indep groups), SE",,,,,,,,,,0.65,,,79,,,275,Negative,,,-1.87,,,,-0.36645698,0.128120471,1.64E-02
Kunicki 2023,Objective Cognitive performance ,72 month,"Raw difference (indep groups), SE",,,,,,,,,,0.78,,,65,,,248,Negative,,,-2.26,,,,-0.402767151,0.13993713,1.96E-02
Kunicki 2023,Objective Cognitive performance month,1 month,"Raw difference (indep groups), SE",,,,,,,,,,0.34,,,129,,,419,Negative,,,-1.21,,,,-0.3578472,0.10113142,1.02E-02
Krogseth 2023,Objective Cognitive performance (MoCA with dementia),24 month,"Independent groups (means, SD's)",,,,,,,,,,,9.6,6.4,39,12.2,6.2,63,Negative,,,,,,,-0.411112569,0.204256248,4.17E-02
Krogseth 2023,Objective Cognitive performance (MoCA without dementia),24 month,"Independent groups (means, SD's)",,,,,,,,,,,19.1,5.5,18,22.2,5.2,68,Negative,,,,,,,-0.58384329,0.266440384,7.10E-02
Kat 2008,Objective Cognitive performance (Digit span backwards),30 month,"Independent groups (means, SD's)",,,,,,,,,,,7.4,4,25,8.7,3.6,21,Negative,,,,,,,-0.334185091,0.293009598,0.085854625
Kat 2008,Objective Cognitive performance (Digit span forward),30 month,"Independent groups (means, SD's)",,,,,,,,,,,15.3,4.1,25,16.1,2.6,21,Negative,,,,,,,-0.224728122,0.291872674,8.52E-02
Kat 2008,Objective Cognitive performance (MMSE),30 month,"Independent groups (means, SD's)",,,,,,,,,,,22.6,6.5,27,26.2,3.9,22,Negative,,,,,,,-0.64491624,0.290017371,8.41E-02
Janssen 2021,Objective Cognitive performance ,12 month,"Independent groups (means, SD's)",,,,,,,,,,,26.4261,4.988,10,27.6487,2.2452,153,Negative,,,,,,,-0.49070183,0.326010378,0.106282767
Janssen 2021,Objective Cognitive performance ,6 month,"Independent groups (means, SD's)",,,,,,,,,,,27.1123,3.306,8,27.6487,2.2459,148,Negative,,,,,,,-0.23160754,0.361450397,0.13064639
Jankowski 2011,Objective Cognitive performance: AVLT delayed recall ,3 month,"Independent groups (means, SD's)",,,,,,,,,,,91.1,18.2,37,97.8,15.9,33,Negative,,,,,,,-0.386208421,0.2390255,5.71E-02
Jankowski 2011,Objective Cognitive performance: AVLT learning efficency ,3 month,"Independent groups (means, SD's)",,,,,,,,,,,90.6,18.5,37,99.6,17.7,33,Negative,,,,,,,-0.490975534,0.240394714,5.78E-02
Jankowski 2011,Objective Cognitive performance: AVLT percent retention ,3 month,"Independent groups (means, SD's)",,,,,,,,,,,95.1,19.3,37,97.7,14.5,33,Negative,,,,,,,-0.149413219,0.237122842,5.62E-02
Jankowski 2011,Objective Cognitive performance: COWA,3 month,"Independent groups (means, SD's)",,,,,,,,,,,8.7,2.6,37,9.8,2.6,33,Negative,,,,,,,-0.418393415,0.239412117,5.73E-02
Jankowski 2011,Objective Cognitive performance: SCWT,3 month,"Independent groups (means, SD's)",,,,,,,,,,,44.9,9.1,37,52.2,8.9,33,Positive,,,,,,,0.801558853,0.246286508,6.07E-02
Inouye 2016,Objective Cognitive performance  ,24 month,"Independent groups (means, SD's)",,,,,,,,,,,57.1,3.939654391,106,57.8,5.3830762,368,Negative,,,,,,,-0.13710529,0.110147974,1.21E-02
Inouye 2016,Objective Cognitive performance ,1 month,"Independent groups (means, SD's)",,,,,,,,,,,55.9,4.346103326,129,56.9,5.743989398,419,Negative,,,,,,,-0.183282544,0.1007044,1.01E-02
Inouye 2016,Objective Cognitive performance,12 month,"Independent groups (means, SD's)",,,,,,,,,,,57.6,3.912303982,120,57.9,5.54874794,391,Negative,,,,,,,-5.75E-02,0.104221029,1.09E-02
Inouye 2016,Objective Cognitive performance ,18 month,"Independent groups (means, SD's)",,,,,,,,,,,57.3,3.863090652,117,57.8,5.484515896,382,Negative,,,,,,,-0.096904458,0.105548713,1.11E-02
Inouye 2016,Objective Cognitive performance ,2 month,"Independent groups (means, SD's)",,,,,,,,,,,58,3.722567298,126,58,5.165422636,410,Negative,,,,,,,0,0.101717228,1.03E-02
Inouye 2016,Objective Cognitive performance ,30 month,"Independent groups (means, SD's)",,,,,,,,,,,56.8,3.950953338,83,57.7,4.76214771,242,Negative,,,,,,,-0.196484582,0.127140498,1.62E-02
Inouye 2016,Objective Cognitive performance ,36 month,"Independent groups (means, SD's)",,,,,,,,,,,56.5,4.494866108,86,57.6,4.985531962,226,Negative,,,,,,,-0.22597864,0.126715745,1.61E-02
Inouye 2016,Objective Cognitive performance,6 month,"Independent groups (means, SD's)",,,,,,,,,,,57.9,3.692904935,124,58,5.640236318,404,Negative,,,,,,,-1.90E-02,0.102518569,1.05E-02
Humbert 2021,Objective Cognitive performance (Clock Drawing Test),3 month,"Independent groups (means, SD's)",,,,,,,,,,,8.4837,1.4373,15,9.2336,2.1507,62,Negative,,,,,,,-0.364518869,0.28636585,8.20E-02
Humbert 2021,Objective Cognitive performance (MMSE),3 month,"Independent groups (means, SD's)",,,,,,,,,,,24.9349,4.5993,15,27.6168,1.9356,62,Negative,,,,,,,-1.003789521,0.2961172,8.77E-02
Giroux 2021,Objective Cognitive performance,2 month,"Independent groups (means, SD's)",,,,,,,,,,,27,7.64,69,32.3,5.58,310,Negative,,,,,,,-0.880981766,0.136645534,1.87E-02
Francis 1992,Objective Cognitive performance,24 month,"Independent groups (means, SD's)",,,,,,,,,,,23.7,5.1,11,26.4,4.2,81,Negative,,,,,,,-0.621317179,0.321922802,0.10363429
Eide 2016,Objective Cognitive performance (SAVR),6 month,"Independent groups (difference, p)",,,,,,,,,,,,,48,,,25,Negative,,0.5,-0.6,,,2,-0.165442493,0.244413361,5.97E-02
Eide 2016,Objective Cognitive performance (TAVI),6 month,"Independent groups (difference, p)",,,,,,,,,,,,,28,,,35,Negative,,0.2,-1.4,,,2,-0.324435204,0.252078546,6.35E-02
Cole 2008,Objective Cognitive performance  ,6 month,"Raw difference (indep groups), CI",,,,,,,,,,,,,83,,,87,Negative,,,-0.6,-2.5,1.3,,-9.52E-02,0.152836757,2.34E-02
Cole 2008,Objective Cognitive performance ,12 month,"Raw difference (indep groups), CI",,,,,,,,,,,,,83,,,87,Negative,,,-1.1,-3.1,0.9,,-0.165855665,0.15301408,2.34E-02
Cole 2008,Objective Cognitive performance ,2 month,"Independent groups (means, SD's)",,,,,,,,,,,22.3,4.9,83,23.3,5.2,87,Negative,,,,,,,-0.196908478,0.153122306,2.34E-02
Chan 2017,Objective Cognitive performance ,6 month,"Independent groups (means, SD's)",,,,,,,,,,,18.5,6.6,39,24.3,5.4,117,Negative,,,,,,,-1.009119214,0.192663326,3.71E-02
Chan 2017,Objective Cognitive performance ,12 month,"Independent groups (means, SD's)",,,,,,,,,,,17.5,7.5,39,24.7,4.9,117,Negative,,,,,,,-1.267270259,0.197490907,3.90E-02
Cavallari 2017,Objective Cognitive performance,12 month,"Independent groups (means, SD's)",,,,,,,,,,,56,6,25,60,7,88,Negative,,,,,,,-0.584573027,0.228434634,5.22E-02
Bulic 2020,Objective Cognitive performance (IQCODE) ,12 month,"Independent groups (means, SD's)",,,,,,,,,,,51.3572,5.4788,27,50.3559,3.8748,33,Negative,,,,,,,-0.211963435,0.256859371,6.60E-02
Bulic 2020,Objective Cognitive performance (TICS) ,12 month,"Independent groups (means, SD's)",,,,,,,,,,,31.3572,3.9234,27,30.7118,4.45,33,Positive,,,,,,,0.15087824,0.25649958,6.58E-02
Bulic 2020,Objective Cognitive performance (TICS) ,6 month,"Independent groups (means, SD's)",,,,,,,,,,,31.6428,2.3481,27,32.3551,3.8521,38,Negative,,,,,,,-0.212293994,0.249387548,6.22E-02
Ditzel 2023,Objective Cognitive performance,3 month,"Independent groups (means, SD's)",,,,,,,,,,,97.8411,27.7351,38,87.5625,30.6126,203,Negative,,,,,,,-0.339449523,0.176875606,3.13E-02
Sánchez-Lozano 2023,Objective Cognitive performance,3 month,"Independent groups (means, SD's)",,,,,,,,,,,21.6455,8.4366,43,27.9346,3.8521,38,Negative,,,,,,,-0.930766296,0.232335037,5.40E-02
Chen 2017,Objective Cognitive performance,9.82 month,"Independent groups (means, SD's)",,,,,,,,,,,30.4,6.9,44,36.8,5.2,92,Negative,,,,,,,-1.097247328,0.19402938,3.76E-02
Brown 2018,Objective Cognitive performance ,1 month,"Independent groups (means, SD's)",,,,,,,,,,,-0.45,1.21,76,0.23,1.01,66,Negative,,,,,,,-0.603030077,0.171133891,2.93E-02
Brown 2018,Objective Cognitive performance ,12 month,"Independent groups (means, SD's)",,,,,,,,,,,-0.42,0.9,76,-0.04,0.94,66,Negative,,,,,,,-0.411368711,0.169121931,2.86E-02
Wolters 2017,Subjective Cognitive performance (multile day delirium vs no delirium) (CFQ),12 month,"Independent groups (means, SD's)",,,,,,,,,,,25.351,14.1956,186,23,16.4436,177,Negative,,,,,,,-0.153012583,0.104940516,1.10E-02
Wolters 2017,Subjective Cognitive performance 1 day delirium vs no delirium (CFQ),12 month,"Independent groups (means, SD's)",,,,,,,,,,,20.351,15.6899,186,23,16.4436,177,Positive,,,,,,,0.164582865,0.10496463,1.10E-02
VandenBoogaard 2012,Subjective Cognitive performance (CFQ),18 month,"Independent groups (means, SD's)",,,,,,,,,,,28.7023,14.9531,171,26,13.3696,744,Negative,,,,,,,-0.19739815,8.49E-02,7.20E-03
Svenningsen 2014,Subjective Cognitive performance (Factual memories) ICU-Memory Tool,6 month,"Independent groups (means, SD's)",,,,,,,,,,,4.98,3.89,129,6.9,2.63,117,Negative,,,,,,,-0.571268706,0.129854181,1.69E-02
Svenningsen 2014,Subjective Cognitive performance (Factual memory ) ICU-Memory Tool,2 month,"Independent groups (means, SD's)",,,,,,,,,,,4.77,3.79,158,7.1,2.54,137,Negative,,,,,,,-0.710762495,0.120062013,1.44E-02
Svenningsen 2014,Subjective Cognitive performance (Memories of delusions) ICU-Memory Tool,2 month,"Independent groups (means, SD's)",,,,,,,,,,,1.247,1.37,158,0.82,1.15,137,Negative,,,,,,,-0.334668075,0.117253909,1.37E-02
Svenningsen 2014,Subjective Cognitive performance (Memories of delusions) ICU-Memory Tool,6 month,"Independent groups (means, SD's)",,,,,,,,,,,1.3,1.4,129,0.71,1.06,117,Negative,,,,,,,-0.470567688,0.129030495,1.66E-02
Svenningsen 2014,Subjective Cognitive performance (Memories of feelings) ICU-Memory Tool,2 month,"Independent groups (means, SD's)",,,,,,,,,,,1.92,1.84,158,2.15,1.59,137,Negative,,,,,,,-0.132725401,0.116569729,1.36E-02
Svenningsen 2014,Subjective Cognitive performance (Memories of feelings) ICU-Memory Tool,6 month,"Independent groups (means, SD's)",,,,,,,,,,,2.07,1.96,129,2.03,1.7,117,Negative,,,,,,,-0.021660728,0.127278251,1.62E-02
Kainz 2022,Subjective Cognitive performance (CFQ),3 month,"Independent groups (means, SD's)",,,,,,,,,,,16.5892,12.104,72,14,11.9768,150,Negative,,,,,,,-0.214708234,0.143245635,2.05E-02
Hoogma 2023,Subjective Cognitive performance (CFQ),6 month,"Independent groups (means, SD's)",,,,,,,,,,,29,16,93,28,15,157,Negative,,,,,,,-6.48E-02,0.130487592,1.70E-02
Bruck 2018,Subjective Cognitive performance (CFQ),3 month,"Raw difference (indep groups), CI",,,,,,,,,,,,,43,,,82,Negative,,,0.61,-3.32,4.54,,-5.75E-02,0.187169103,3.50E-02
